order_item_id,order_id,product_id,quantity,unit_price
ITEM000097,ORD000048,P006,1,2999
ITEM000098,ORD000048,P009,1,1499
ITEM000099,ORD000048,P005,1,699
ITEM000100,ORD000049,P001,1,2499
ITEM000101,ORD000049,P007,1,999
ITEM000102,ORD000050,P001,1,2499
ITEM000103,ORD000050,P010,1,899
ITEM000104,ORD000051,P002,1,3999
ITEM000105,ORD000051,P006,1,2999
ITEM000106,ORD000052,P005,1,699
ITEM000107,ORD000052,P008,1,1799
ITEM000108,ORD000053,P007,1,999
ITEM000109,ORD000053,P003,1,1299
ITEM000110,ORD000054,P002,1,3999
ITEM000111,ORD000054,P010,1,899
ITEM000112,ORD000055,P001,1,2499
ITEM000113,ORD000055,P002,1,3999
ITEM000114,ORD000056,P009,1,1499
ITEM000115,ORD000056,P007,1,999
ITEM000116,ORD000057,P001,1,2499
ITEM000117,ORD000058,P001,1,2499
ITEM000118,ORD000058,P004,1,499
ITEM000119,ORD000058,P006,1,2999
ITEM000120,ORD000059,P009,1,1499
ITEM000121,ORD000059,P004,1,499
ITEM000122,ORD000060,P009,1,1499
ITEM000123,ORD000060,P007,1,999
ITEM000124,ORD000060,P001,1,2499
ITEM000125,ORD000061,P001,1,2499
ITEM000126,ORD000062,P001,1,2499
ITEM000127,ORD000062,P007,1,999
ITEM000128,ORD000063,P007,1,999
ITEM000129,ORD000064,P010,1,899
ITEM000130,ORD000064,P008,1,1799
ITEM000131,ORD000065,P001,1,2499
ITEM000132,ORD000066,P001,1,2499
ITEM000133,ORD000067,P003,1,1299
ITEM000134,ORD000067,P006,1,2999
ITEM000135,ORD000067,P001,1,2499
ITEM000136,ORD000068,P004,1,499
ITEM000137,ORD000069,P002,1,3999
ITEM000138,ORD000070,P001,1,2499
ITEM000139,ORD000070,P008,1,1799
ITEM000140,ORD000070,P009,1,1499
ITEM000141,ORD000071,P008,1,1799
ITEM000142,ORD000071,P002,1,3999
ITEM000143,ORD000071,P010,1,899
ITEM000144,ORD000072,P002,1,3999
ITEM000145,ORD000073,P006,1,2999
ITEM000146,ORD000074,P009,1,1499
ITEM000147,ORD000074,P004,1,499
ITEM000148,ORD000074,P006,1,2999
ITEM000149,ORD000075,P006,1,2999
ITEM000150,ORD000075,P001,1,2499
ITEM000151,ORD000076,P004,1,499
ITEM000152,ORD000076,P005,1,699
ITEM000153,ORD000077,P001,1,2499
ITEM000154,ORD000077,P003,1,1299
ITEM000155,ORD000078,P008,1,1799
ITEM000156,ORD000078,P004,1,499
ITEM000157,ORD000079,P002,1,3999
ITEM000158,ORD000080,P008,1,1799
ITEM000159,ORD000080,P004,1,499
ITEM000160,ORD000081,P005,1,699
ITEM000161,ORD000081,P009,1,1499
ITEM000162,ORD000082,P006,1,2999
ITEM000163,ORD000082,P005,1,699
ITEM000164,ORD000083,P008,1,1799
ITEM000165,ORD000083,P002,1,3999
ITEM000166,ORD000084,P003,1,1299
ITEM000167,ORD000085,P010,1,899
ITEM000168,ORD000085,P008,1,1799
ITEM000169,ORD000086,P001,1,2499
ITEM000170,ORD000087,P001,1,2499
ITEM000171,ORD000088,P005,1,699
ITEM000172,ORD000088,P001,1,2499
ITEM000173,ORD000089,P008,1,1799
ITEM000174,ORD000089,P002,1,3999
ITEM000175,ORD000090,P004,1,499
ITEM000176,ORD000090,P002,1,3999
ITEM000177,ORD000090,P006,1,2999
ITEM000178,ORD000091,P008,1,1799
ITEM000179,ORD000091,P006,1,2999
ITEM000180,ORD000091,P007,1,999
ITEM000181,ORD000092,P002,1,3999
ITEM000182,ORD000093,P001,1,2499
ITEM000183,ORD000094,P005,1,699
ITEM000184,ORD000094,P001,1,2499
ITEM000185,ORD000095,P002,1,3999
ITEM000186,ORD000095,P003,1,1299
ITEM000187,ORD000096,P007,1,999
ITEM000188,ORD000096,P004,1,499
ITEM000189,ORD000097,P001,1,2499
ITEM000190,ORD000097,P009,1,1499
ITEM000191,ORD000097,P007,1,999
ITEM000192,ORD000098,P001,1,2499
ITEM000193,ORD000098,P002,1,3999
ITEM000194,ORD000099,P001,1,2499
ITEM000195,ORD000100,P003,1,1299
ITEM000196,ORD000100,P005,1,699
ITEM000197,ORD000100,P004,1,499
ITEM000198,ORD000101,P010,1,899
ITEM000199,ORD000101,P008,1,1799
ITEM000200,ORD000102,P001,1,2499
ITEM000201,ORD000102,P004,1,499
ITEM000202,ORD000103,P001,1,2499
ITEM000203,ORD000103,P003,1,1299
ITEM000204,ORD000104,P005,1,699
ITEM000205,ORD000104,P002,1,3999
ITEM000206,ORD000105,P001,1,2499
ITEM000207,ORD000105,P003,1,1299
ITEM000208,ORD000106,P003,1,1299
ITEM000209,ORD000106,P002,1,3999
ITEM000210,ORD000107,P007,1,999
ITEM000211,ORD000107,P008,1,1799
ITEM000212,ORD000108,P006,1,2999
ITEM000213,ORD000108,P005,1,699
ITEM000214,ORD000109,P006,1,2999
ITEM000215,ORD000110,P001,1,2499
ITEM000216,ORD000110,P006,1,2999
ITEM000217,ORD000111,P002,1,3999
ITEM000218,ORD000111,P010,1,899
ITEM000219,ORD000112,P005,1,699
ITEM000220,ORD000112,P002,1,3999
ITEM000221,ORD000113,P009,1,1499
ITEM000222,ORD000114,P002,1,3999
ITEM000223,ORD000115,P004,1,499
ITEM000224,ORD000116,P001,1,2499
ITEM000225,ORD000116,P010,1,899
ITEM000226,ORD000117,P008,1,1799
ITEM000227,ORD000117,P003,1,1299
ITEM000228,ORD000117,P010,1,899
ITEM000229,ORD000118,P007,1,999
ITEM000230,ORD000119,P009,1,1499
ITEM000231,ORD000120,P001,1,2499
ITEM000232,ORD000121,P005,1,699
ITEM000233,ORD000121,P007,1,999
ITEM000234,ORD000122,P001,1,2499
ITEM000235,ORD000122,P004,1,499
ITEM000236,ORD000123,P001,1,2499
ITEM000237,ORD000124,P010,1,899
ITEM000238,ORD000124,P001,1,2499
ITEM000239,ORD000125,P001,1,2499
ITEM000240,ORD000125,P003,1,1299
ITEM000241,ORD000125,P007,1,999
ITEM000242,ORD000126,P001,1,2499
ITEM000243,ORD000127,P006,1,2999
ITEM000244,ORD000128,P001,1,2499
ITEM000245,ORD000129,P010,1,899
ITEM000246,ORD000130,P004,1,499
ITEM000247,ORD000130,P010,1,899
ITEM000248,ORD000130,P002,1,3999
ITEM000249,ORD000131,P002,1,3999
ITEM000250,ORD000131,P005,1,699
ITEM000251,ORD000132,P006,1,2999
ITEM000252,ORD000133,P003,1,1299
ITEM000253,ORD000133,P004,1,499
ITEM000254,ORD000134,P008,1,1799
ITEM000255,ORD000134,P010,1,899
ITEM000256,ORD000135,P002,1,3999
ITEM000257,ORD000135,P008,1,1799
ITEM000258,ORD000136,P008,1,1799
ITEM000259,ORD000137,P007,1,999
ITEM000260,ORD000138,P001,1,2499
ITEM000261,ORD000138,P009,1,1499
ITEM000262,ORD000138,P006,1,2999
ITEM000263,ORD000139,P001,1,2499
ITEM000264,ORD000139,P007,1,999
ITEM000265,ORD000140,P001,1,2499
ITEM000266,ORD000140,P006,1,2999
ITEM000267,ORD000140,P010,1,899
ITEM000268,ORD000141,P004,1,499
ITEM000269,ORD000142,P008,1,1799
ITEM000270,ORD000142,P006,1,2999
ITEM000271,ORD000143,P010,1,899
ITEM000272,ORD000143,P008,1,1799
ITEM000273,ORD000143,P004,1,499
ITEM000274,ORD000144,P003,1,1299
ITEM000275,ORD000144,P001,1,2499
ITEM000276,ORD000145,P002,1,3999
ITEM000277,ORD000146,P005,1,699
ITEM000278,ORD000146,P006,1,2999
ITEM000279,ORD000147,P001,1,2499
ITEM000280,ORD000147,P003,1,1299
ITEM000281,ORD000148,P001,1,2499
ITEM000282,ORD000149,P006,1,2999
ITEM000283,ORD000149,P007,1,999
ITEM000284,ORD000150,P007,1,999
ITEM000285,ORD000151,P008,1,1799
ITEM000286,ORD000152,P008,1,1799
ITEM000287,ORD000153,P001,1,2499
ITEM000288,ORD000154,P001,1,2499
ITEM000289,ORD000155,P003,1,1299
ITEM000290,ORD000155,P001,1,2499
ITEM000291,ORD000156,P001,1,2499
ITEM000292,ORD000157,P005,1,699
ITEM000293,ORD000157,P007,1,999
ITEM000294,ORD000158,P010,1,899
ITEM000295,ORD000158,P004,1,499
ITEM000296,ORD000158,P001,1,2499
ITEM000297,ORD000159,P006,1,2999
ITEM000298,ORD000160,P001,1,2499
ITEM000299,ORD000161,P006,1,2999
ITEM000300,ORD000161,P009,1,1499
ITEM000301,ORD000162,P009,1,1499
ITEM000302,ORD000163,P009,1,1499
ITEM000303,ORD000164,P003,1,1299
ITEM000304,ORD000164,P006,1,2999
ITEM000305,ORD000165,P009,1,1499
ITEM000306,ORD000165,P001,1,2499
ITEM000307,ORD000165,P003,1,1299
ITEM000308,ORD000166,P001,1,2499
ITEM000309,ORD000167,P010,1,899
ITEM000310,ORD000167,P003,1,1299
ITEM000311,ORD000167,P008,1,1799
ITEM000312,ORD000168,P002,1,3999
ITEM000313,ORD000168,P003,1,1299
ITEM000314,ORD000169,P010,1,899
ITEM000315,ORD000169,P005,1,699
ITEM000316,ORD000170,P001,1,2499
ITEM000317,ORD000170,P009,1,1499
ITEM000318,ORD000171,P001,1,2499
ITEM000319,ORD000171,P004,1,499
ITEM000320,ORD000171,P008,1,1799
ITEM000321,ORD000172,P001,1,2499
ITEM000322,ORD000173,P007,1,999
ITEM000323,ORD000173,P009,1,1499
ITEM000324,ORD000174,P007,1,999
ITEM000325,ORD000175,P001,1,2499
ITEM000326,ORD000175,P004,1,499
ITEM000327,ORD000176,P001,1,2499
ITEM000328,ORD000176,P004,1,499
ITEM000329,ORD000176,P007,1,999
ITEM000330,ORD000177,P004,1,499
ITEM000331,ORD000178,P001,1,2499
ITEM000332,ORD000178,P004,1,499
ITEM000333,ORD000179,P001,1,2499
ITEM000334,ORD000179,P010,1,899
ITEM000335,ORD000180,P001,1,2499
ITEM000336,ORD000180,P006,1,2999
ITEM000337,ORD000180,P002,1,3999
ITEM000338,ORD000181,P001,1,2499
ITEM000339,ORD000181,P004,1,499
ITEM000340,ORD000182,P001,1,2499
ITEM000341,ORD000182,P004,1,499
ITEM000342,ORD000183,P006,1,2999
ITEM000343,ORD000184,P001,1,2499
ITEM000344,ORD000184,P010,1,899
ITEM000345,ORD000184,P004,1,499
ITEM000346,ORD000185,P009,1,1499
ITEM000347,ORD000185,P006,1,2999
ITEM000348,ORD000186,P001,1,2499
ITEM000349,ORD000186,P002,1,3999
ITEM000350,ORD000187,P005,1,699
ITEM000351,ORD000187,P002,1,3999
ITEM000352,ORD000188,P010,1,899
ITEM000353,ORD000188,P003,1,1299
ITEM000354,ORD000189,P004,1,499
ITEM000355,ORD000189,P002,1,3999
ITEM000356,ORD000190,P001,1,2499
ITEM000357,ORD000190,P008,1,1799
ITEM000358,ORD000191,P006,1,2999
ITEM000359,ORD000191,P010,1,899
ITEM000360,ORD000192,P008,1,1799
ITEM000361,ORD000193,P009,1,1499
ITEM000362,ORD000193,P001,1,2499
ITEM000363,ORD000194,P005,1,699
ITEM000364,ORD000195,P001,1,2499
ITEM000365,ORD000195,P005,1,699
ITEM000366,ORD000196,P007,1,999
ITEM000367,ORD000197,P003,1,1299
ITEM000368,ORD000198,P007,1,999
ITEM000369,ORD000198,P004,1,499
ITEM000370,ORD000199,P002,1,3999
ITEM000371,ORD000199,P006,1,2999
ITEM000372,ORD000200,P003,1,1299
ITEM000373,ORD000201,P001,1,2499
ITEM000374,ORD000201,P007,1,999
ITEM000375,ORD000202,P004,1,499
ITEM000376,ORD000202,P010,1,899
ITEM000377,ORD000202,P005,1,699
ITEM000378,ORD000203,P006,1,2999
ITEM000379,ORD000203,P007,1,999
ITEM000380,ORD000203,P008,1,1799
ITEM000381,ORD000204,P003,1,1299
ITEM000382,ORD000204,P005,1,699
ITEM000383,ORD000205,P001,1,2499
ITEM000384,ORD000205,P010,1,899
ITEM000385,ORD000206,P002,1,3999
ITEM000386,ORD000206,P005,1,699
ITEM000387,ORD000207,P001,1,2499
ITEM000388,ORD000207,P006,1,2999
ITEM000389,ORD000208,P001,1,2499
ITEM000390,ORD000208,P010,1,899
ITEM000391,ORD000209,P010,1,899
ITEM000392,ORD000210,P010,1,899
ITEM000393,ORD000211,P010,1,899
ITEM000394,ORD000212,P006,1,2999
ITEM000395,ORD000212,P004,1,499
ITEM000396,ORD000213,P005,1,699
ITEM000397,ORD000213,P004,1,499
ITEM000398,ORD000214,P001,1,2499
ITEM000399,ORD000214,P008,1,1799
ITEM000400,ORD000215,P001,1,2499
ITEM000401,ORD000216,P001,1,2499
ITEM000402,ORD000217,P002,1,3999
ITEM000403,ORD000217,P006,1,2999
ITEM000404,ORD000218,P001,1,2499
ITEM000405,ORD000218,P003,1,1299
ITEM000406,ORD000219,P001,1,2499
ITEM000407,ORD000220,P001,1,2499
ITEM000408,ORD000221,P001,1,2499
ITEM000409,ORD000221,P006,1,2999
ITEM000410,ORD000222,P002,1,3999
ITEM000411,ORD000222,P008,1,1799
ITEM000412,ORD000223,P002,1,3999
ITEM000413,ORD000223,P007,1,999
ITEM000414,ORD000224,P001,1,2499
ITEM000415,ORD000225,P009,1,1499
ITEM000416,ORD000225,P006,1,2999
ITEM000417,ORD000225,P007,1,999
ITEM000418,ORD000226,P007,1,999
ITEM000419,ORD000227,P001,1,2499
ITEM000420,ORD000227,P007,1,999
ITEM000421,ORD000227,P006,1,2999
ITEM000422,ORD000228,P001,1,2499
ITEM000423,ORD000229,P010,1,899
ITEM000424,ORD000230,P002,1,3999
ITEM000425,ORD000231,P009,1,1499
ITEM000426,ORD000232,P002,1,3999
ITEM000427,ORD000232,P004,1,499
ITEM000428,ORD000232,P009,1,1499
ITEM000429,ORD000233,P002,1,3999
ITEM000430,ORD000233,P006,1,2999
ITEM000431,ORD000234,P006,1,2999
ITEM000432,ORD000234,P009,1,1499
ITEM000433,ORD000234,P003,1,1299
ITEM000434,ORD000235,P001,1,2499
ITEM000435,ORD000235,P008,1,1799
ITEM000436,ORD000236,P008,1,1799
ITEM000437,ORD000237,P008,1,1799
ITEM000438,ORD000237,P004,1,499
ITEM000439,ORD000237,P001,1,2499
ITEM000440,ORD000238,P010,1,899
ITEM000441,ORD000238,P002,1,3999
ITEM000442,ORD000238,P005,1,699
ITEM000443,ORD000239,P007,1,999
ITEM000444,ORD000239,P005,1,699
ITEM000445,ORD000239,P001,1,2499
ITEM000446,ORD000240,P002,1,3999
ITEM000447,ORD000240,P006,1,2999
ITEM000448,ORD000241,P006,1,2999
ITEM000449,ORD000241,P010,1,899
ITEM000450,ORD000242,P001,1,2499
ITEM000451,ORD000242,P008,1,1799
ITEM000452,ORD000243,P001,1,2499
ITEM000453,ORD000243,P007,1,999
ITEM000454,ORD000244,P004,1,499
ITEM000455,ORD000245,P002,1,3999
ITEM000456,ORD000245,P003,1,1299
ITEM000457,ORD000246,P001,1,2499
ITEM000458,ORD000247,P001,1,2499
ITEM000459,ORD000247,P006,1,2999
ITEM000460,ORD000248,P009,1,1499
ITEM000461,ORD000248,P001,1,2499
ITEM000462,ORD000248,P010,1,899
ITEM000463,ORD000249,P009,1,1499
ITEM000464,ORD000249,P003,1,1299
ITEM000465,ORD000250,P001,1,2499
ITEM000466,ORD000250,P004,1,499
ITEM000467,ORD000251,P005,1,699
ITEM000468,ORD000251,P004,1,499
ITEM000469,ORD000252,P007,1,999
ITEM000470,ORD000252,P005,1,699
ITEM000471,ORD000253,P006,1,2999
ITEM000472,ORD000254,P001,1,2499
ITEM000473,ORD000254,P007,1,999
ITEM000474,ORD000255,P001,1,2499
ITEM000475,ORD000255,P007,1,999
ITEM000476,ORD000255,P008,1,1799
ITEM000477,ORD000256,P010,1,899
ITEM000478,ORD000256,P001,1,2499
ITEM000479,ORD000257,P001,1,2499
ITEM000480,ORD000258,P009,1,1499
ITEM000481,ORD000259,P005,1,699
ITEM000482,ORD000259,P008,1,1799
ITEM000483,ORD000259,P010,1,899
ITEM000484,ORD000260,P007,1,999
ITEM000485,ORD000260,P006,1,2999
ITEM000486,ORD000260,P005,1,699
ITEM000487,ORD000261,P001,1,2499
ITEM000488,ORD000261,P009,1,1499
ITEM000489,ORD000262,P001,1,2499
ITEM000490,ORD000263,P001,1,2499
ITEM000491,ORD000264,P002,1,3999
ITEM000492,ORD000264,P004,1,499
ITEM000493,ORD000264,P010,1,899
ITEM000494,ORD000265,P001,1,2499
ITEM000495,ORD000266,P003,1,1299
ITEM000496,ORD000266,P006,1,2999
ITEM000497,ORD000267,P004,1,499
ITEM000498,ORD000267,P002,1,3999
ITEM000499,ORD000268,P001,1,2499
ITEM000500,ORD000268,P002,1,3999
ITEM000501,ORD000269,P004,1,499
ITEM000502,ORD000270,P005,1,699
ITEM000503,ORD000270,P008,1,1799
ITEM000504,ORD000271,P007,1,999
ITEM000505,ORD000271,P002,1,3999
ITEM000506,ORD000272,P001,1,2499
ITEM000507,ORD000272,P004,1,499
ITEM000508,ORD000273,P001,1,2499
ITEM000509,ORD000273,P006,1,2999
ITEM000510,ORD000273,P008,1,1799
ITEM000511,ORD000274,P001,1,2499
ITEM000512,ORD000274,P005,1,699
ITEM000513,ORD000275,P001,1,2499
ITEM000514,ORD000275,P004,1,499
ITEM000515,ORD000276,P002,1,3999
ITEM000516,ORD000277,P006,1,2999
ITEM000517,ORD000278,P004,1,499
ITEM000518,ORD000279,P006,1,2999
ITEM000519,ORD000279,P007,1,999
ITEM000520,ORD000280,P001,1,2499
ITEM000521,ORD000281,P008,1,1799
ITEM000522,ORD000281,P005,1,699
ITEM000523,ORD000281,P007,1,999
ITEM000524,ORD000282,P001,1,2499
ITEM000525,ORD000282,P004,1,499
ITEM000526,ORD000283,P008,1,1799
ITEM000527,ORD000284,P008,1,1799
ITEM000528,ORD000284,P010,1,899
ITEM000529,ORD000285,P009,1,1499
ITEM000530,ORD000286,P001,1,2499
ITEM000531,ORD000287,P001,1,2499
ITEM000532,ORD000288,P004,1,499
ITEM000533,ORD000289,P006,1,2999
ITEM000534,ORD000289,P003,1,1299
ITEM000535,ORD000290,P001,1,2499
ITEM000536,ORD000291,P005,1,699
ITEM000537,ORD000291,P010,1,899
ITEM000538,ORD000291,P003,1,1299
ITEM000539,ORD000292,P010,1,899
ITEM000540,ORD000292,P008,1,1799
ITEM000541,ORD000293,P007,1,999
ITEM000542,ORD000293,P003,1,1299
ITEM000543,ORD000294,P001,1,2499
ITEM000544,ORD000294,P006,1,2999
ITEM000545,ORD000294,P007,1,999
ITEM000546,ORD000295,P009,1,1499
ITEM000547,ORD000295,P002,1,3999
ITEM000548,ORD000296,P001,1,2499
ITEM000549,ORD000296,P010,1,899
ITEM000550,ORD000297,P002,1,3999
ITEM000551,ORD000297,P004,1,499
ITEM000552,ORD000298,P003,1,1299
ITEM000553,ORD000298,P001,1,2499
ITEM000554,ORD000299,P004,1,499
ITEM000555,ORD000299,P009,1,1499
ITEM000556,ORD000299,P010,1,899
ITEM000557,ORD000300,P006,1,2999
ITEM000558,ORD000300,P008,1,1799
ITEM000559,ORD000301,P001,1,2499
ITEM000560,ORD000302,P006,1,2999
ITEM000561,ORD000302,P003,1,1299
ITEM000562,ORD000302,P001,1,2499
ITEM000563,ORD000303,P001,1,2499
ITEM000564,ORD000304,P007,1,999
ITEM000565,ORD000305,P010,1,899
ITEM000566,ORD000305,P009,1,1499
ITEM000567,ORD000306,P001,1,2499
ITEM000568,ORD000306,P009,1,1499
ITEM000569,ORD000307,P010,1,899
ITEM000570,ORD000308,P002,1,3999
ITEM000571,ORD000309,P004,1,499
ITEM000572,ORD000309,P007,1,999
ITEM000573,ORD000310,P001,1,2499
ITEM000574,ORD000310,P009,1,1499
ITEM000575,ORD000311,P007,1,999
ITEM000576,ORD000311,P002,1,3999
ITEM000577,ORD000312,P004,1,499
ITEM000578,ORD000313,P007,1,999
ITEM000579,ORD000313,P004,1,499
ITEM000580,ORD000314,P007,1,999
ITEM000581,ORD000314,P001,1,2499
ITEM000582,ORD000315,P010,1,899
ITEM000583,ORD000315,P004,1,499
ITEM000584,ORD000315,P003,1,1299
ITEM000585,ORD000316,P008,1,1799
ITEM000586,ORD000317,P001,1,2499
ITEM000587,ORD000317,P010,1,899
ITEM000588,ORD000317,P006,1,2999
ITEM000589,ORD000318,P005,1,699
ITEM000590,ORD000318,P009,1,1499
ITEM000591,ORD000319,P009,1,1499
ITEM000592,ORD000320,P001,1,2499
ITEM000593,ORD000320,P005,1,699
ITEM000594,ORD000321,P006,1,2999
ITEM000595,ORD000321,P001,1,2499
ITEM000596,ORD000321,P007,1,999
ITEM000597,ORD000322,P003,1,1299
ITEM000598,ORD000322,P010,1,899
ITEM000599,ORD000323,P001,1,2499
ITEM000600,ORD000324,P001,1,2499
ITEM000601,ORD000324,P007,1,999
ITEM000602,ORD000325,P001,1,2499
ITEM000603,ORD000326,P008,1,1799
ITEM000604,ORD000327,P010,1,899
ITEM000605,ORD000327,P006,1,2999
ITEM000606,ORD000328,P001,1,2499
ITEM000607,ORD000329,P001,1,2499
ITEM000608,ORD000330,P008,1,1799
ITEM000609,ORD000330,P002,1,3999
ITEM000610,ORD000331,P004,1,499
ITEM000611,ORD000332,P001,1,2499
ITEM000612,ORD000332,P009,1,1499
ITEM000613,ORD000332,P003,1,1299
ITEM000614,ORD000333,P008,1,1799
ITEM000615,ORD000334,P009,1,1499
ITEM000616,ORD000334,P004,1,499
ITEM000617,ORD000335,P005,1,699
ITEM000618,ORD000335,P006,1,2999
ITEM000619,ORD000336,P001,1,2499
ITEM000620,ORD000337,P001,1,2499
ITEM000621,ORD000337,P003,1,1299
ITEM000622,ORD000338,P010,1,899
ITEM000623,ORD000338,P006,1,2999
ITEM000624,ORD000339,P001,1,2499
ITEM000625,ORD000340,P005,1,699
ITEM000626,ORD000340,P003,1,1299
ITEM000627,ORD000341,P001,1,2499
ITEM000628,ORD000342,P009,1,1499
ITEM000629,ORD000343,P005,1,699
ITEM000630,ORD000344,P010,1,899
ITEM000631,ORD000345,P002,1,3999
ITEM000632,ORD000345,P007,1,999
ITEM000633,ORD000345,P008,1,1799
ITEM000634,ORD000346,P006,1,2999
ITEM000635,ORD000346,P005,1,699
ITEM000636,ORD000347,P008,1,1799
ITEM000637,ORD000348,P001,1,2499
ITEM000638,ORD000349,P007,1,999
ITEM000639,ORD000349,P003,1,1299
ITEM000640,ORD000349,P001,1,2499
ITEM000641,ORD000350,P001,1,2499
ITEM000642,ORD000350,P010,1,899
ITEM000643,ORD000351,P006,1,2999
ITEM000644,ORD000352,P001,1,2499
ITEM000645,ORD000352,P009,1,1499
ITEM000646,ORD000353,P001,1,2499
ITEM000647,ORD000353,P005,1,699
ITEM000648,ORD000354,P005,1,699
ITEM000649,ORD000354,P007,1,999
ITEM000650,ORD000355,P001,1,2499
ITEM000651,ORD000356,P007,1,999
ITEM000652,ORD000357,P007,1,999
ITEM000653,ORD000358,P001,1,2499
ITEM000654,ORD000359,P009,1,1499
ITEM000655,ORD000360,P003,1,1299
ITEM000656,ORD000361,P005,1,699
ITEM000657,ORD000361,P006,1,2999
ITEM000658,ORD000361,P003,1,1299
ITEM000659,ORD000362,P008,1,1799
ITEM000660,ORD000362,P010,1,899
ITEM000661,ORD000363,P004,1,499
ITEM000662,ORD000364,P005,1,699
ITEM000663,ORD000364,P002,1,3999
ITEM000664,ORD000365,P009,1,1499
ITEM000665,ORD000365,P008,1,1799
ITEM000666,ORD000366,P002,1,3999
ITEM000667,ORD000367,P001,1,2499
ITEM000668,ORD000368,P003,1,1299
ITEM000669,ORD000368,P009,1,1499
ITEM000670,ORD000368,P010,1,899
ITEM000671,ORD000369,P007,1,999
ITEM000672,ORD000370,P008,1,1799
ITEM000673,ORD000370,P010,1,899
ITEM000674,ORD000371,P007,1,999
ITEM000675,ORD000372,P009,1,1499
